市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
030366,101,和歌山県,有田川町,2023-11-30,天満,1334,662,672,48,30,38,29,40,51,37,31,33,33,48,39,46,44,41,46,61,51,40,42,40,39,37,46,35,38,28,32,32,38,31,33,16,23,11,27,525,
030366,102,和歌山県,有田川町,2023-11-30,下津野,2892,1398,1494,105,86,97,85,95,84,83,77,65,72,72,91,81,90,102,115,107,110,100,103,91,94,74,91,88,91,67,63,59,66,44,48,31,54,37,74,1052,
030366,106,和歌山県,有田川町,2023-11-30,植野,463,218,245,10,11,11,17,14,9,10,19,13,12,12,12,14,19,16,15,11,13,11,17,21,15,14,12,16,21,12,17,17,14,8,7,2,4,6,11,172,
030366,107,和歌山県,有田川町,2023-11-30,土生,614,293,321,20,24,17,20,18,11,18,11,12,16,18,15,22,27,24,25,15,14,18,16,21,29,14,18,21,21,19,14,6,22,16,19,9,5,5,14,229,
030366,108,和歌山県,有田川町,2023-11-30,奥,687,330,357,20,17,18,26,20,16,21,14,17,13,17,12,17,22,25,30,19,19,24,19,26,32,19,22,17,20,21,17,15,16,11,17,12,8,11,37,236,
030366,109,和歌山県,有田川町,2023-11-30,水尻,1493,737,756,32,27,32,36,36,40,39,39,65,42,52,48,41,42,68,60,53,45,57,54,42,59,46,63,49,43,25,47,38,34,23,28,20,23,19,26,635,
030366,110,和歌山県,有田川町,2023-11-30,熊井,360,178,182,2,7,8,8,9,5,9,13,12,8,7,7,7,5,6,9,9,6,13,15,23,28,28,20,13,7,8,7,13,5,4,5,2,12,5,15,168,
030366,111,和歌山県,有田川町,2023-11-30,明王寺,595,273,322,10,18,10,8,9,16,13,14,19,18,18,20,23,19,15,15,14,16,29,23,25,20,13,19,12,25,21,20,17,10,12,20,7,13,6,28,249,
030366,112,和歌山県,有田川町,2023-11-30,小島,353,171,182,4,3,10,13,6,8,12,8,7,14,10,9,9,5,9,12,13,13,15,12,11,15,11,11,10,11,12,13,7,12,12,12,9,6,4,5,162,
030366,113,和歌山県,有田川町,2023-11-30,野田,694,343,351,26,20,31,30,23,22,18,17,20,22,25,23,22,25,29,29,22,29,29,19,19,19,18,20,15,16,11,11,12,15,11,12,5,7,7,15,262,
030366,121,和歌山県,有田川町,2023-11-30,大賀畑,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,0,6,
030366,122,和歌山県,有田川町,2023-11-30,田口,339,157,182,2,4,8,6,7,9,12,17,9,4,6,6,3,3,9,8,7,6,8,16,17,12,9,16,14,9,9,12,9,15,14,16,7,8,7,15,122,
030366,123,和歌山県,有田川町,2023-11-30,大谷,154,78,76,1,0,4,4,8,0,3,4,2,3,2,3,0,1,3,2,7,4,4,5,6,6,8,1,1,3,3,7,8,7,7,14,8,6,3,6,58,
030366,124,和歌山県,有田川町,2023-11-30,井口,241,107,134,2,1,2,0,3,2,5,10,10,8,5,3,5,1,5,6,0,5,7,8,9,11,8,9,9,7,7,13,12,14,6,15,7,6,5,15,91,
030366,125,和歌山県,有田川町,2023-11-30,賢,383,184,199,2,2,5,8,3,9,11,3,12,7,10,11,7,6,7,10,9,7,12,12,12,17,16,11,9,14,13,22,20,16,15,15,11,12,10,17,134,
030366,126,和歌山県,有田川町,2023-11-30,田角,63,29,34,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,1,1,0,1,3,3,1,5,5,3,5,4,3,0,4,4,4,0,6,29,
030366,127,和歌山県,有田川町,2023-11-30,船坂,153,76,77,3,0,1,0,3,4,5,0,3,3,4,3,2,1,5,3,3,3,4,6,4,9,10,5,2,6,4,7,11,6,5,7,2,6,5,8,57,
030366,128,和歌山県,有田川町,2023-11-30,長谷,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,5,
030366,129,和歌山県,有田川町,2023-11-30,出,177,81,96,5,8,5,10,2,5,6,2,4,1,3,3,6,11,6,5,4,3,8,4,3,6,0,4,6,5,9,10,6,7,6,3,0,3,2,6,67,
030366,130,和歌山県,有田川町,2023-11-30,尾中,147,77,70,0,7,5,2,5,2,2,2,4,1,6,4,5,1,8,5,5,4,4,3,6,5,5,5,4,4,4,5,5,6,5,8,2,3,2,3,60,
030366,131,和歌山県,有田川町,2023-11-30,角,157,69,88,0,1,0,1,4,8,7,4,1,5,0,4,1,1,5,6,6,4,6,5,9,10,2,4,2,5,8,9,6,10,6,4,4,3,2,4,64,
030366,132,和歌山県,有田川町,2023-11-30,長田,314,149,165,5,6,6,5,7,9,9,9,6,2,6,3,6,8,8,9,10,8,16,9,7,9,8,15,9,11,8,14,15,15,12,12,2,8,9,13,122,
030366,133,和歌山県,有田川町,2023-11-30,上中島,441,200,241,5,2,9,7,10,11,4,9,9,16,14,12,9,7,9,8,9,18,16,8,16,18,17,28,17,22,12,11,15,23,11,10,8,8,10,23,187,
030366,141,和歌山県,有田川町,2023-11-30,徳田,2038,1007,1031,57,50,87,61,61,57,55,58,51,30,60,39,45,57,64,77,79,80,76,62,49,54,44,54,57,61,48,58,63,62,48,69,36,38,27,64,810,
030366,142,和歌山県,有田川町,2023-11-30,庄,1446,671,775,41,44,36,41,22,31,24,41,27,27,35,39,47,40,47,56,48,50,57,43,36,33,33,45,46,62,48,46,40,52,36,40,26,36,22,49,630,
030366,145,和歌山県,有田川町,2023-11-30,垣倉,375,163,212,11,15,12,13,16,9,7,6,5,11,7,8,9,13,13,12,10,14,10,14,13,13,11,9,10,19,14,17,14,11,1,10,0,7,0,11,155,
030366,146,和歌山県,有田川町,2023-11-30,東丹生図,230,97,133,1,5,0,7,7,6,2,6,1,4,2,2,9,0,6,14,6,7,4,5,3,3,12,16,9,9,12,10,8,5,5,11,5,7,5,16,85,
030366,147,和歌山県,有田川町,2023-11-30,西丹生図,342,157,185,11,7,19,23,10,7,5,9,6,7,6,6,13,15,9,9,12,17,13,11,10,11,4,9,8,9,14,13,6,8,5,7,3,3,3,14,120,
030366,148,和歌山県,有田川町,2023-11-30,吉見,168,83,85,3,3,2,5,7,1,8,4,2,4,3,2,4,4,5,4,3,3,5,7,5,4,4,6,5,6,9,7,11,5,2,7,3,2,2,11,50,
030366,201,和歌山県,有田川町,2023-11-30,吉原,1019,491,528,14,11,24,9,19,19,21,23,21,26,13,12,20,15,20,25,33,23,38,37,31,35,28,32,38,42,44,51,52,49,32,31,23,37,20,51,422,
030366,202,和歌山県,有田川町,2023-11-30,糸川,79,38,41,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,0,2,4,0,1,2,0,0,3,4,4,8,8,5,3,3,1,2,6,6,8,41,
030366,203,和歌山県,有田川町,2023-11-30,修理川,116,58,58,0,0,2,0,0,1,4,1,2,3,1,0,0,1,3,3,3,0,2,6,8,6,1,3,3,4,7,3,6,8,7,5,4,4,5,10,55,
030366,204,和歌山県,有田川町,2023-11-30,宇井苔,24,10,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,0,2,4,2,5,18,
030366,205,和歌山県,有田川町,2023-11-30,松原,49,21,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,2,2,1,2,0,1,4,1,4,4,4,6,2,6,1,4,32,
030366,206,和歌山県,有田川町,2023-11-30,歓喜寺,150,68,82,1,0,2,1,2,2,0,1,2,1,2,4,2,2,2,2,1,3,1,3,9,4,8,14,11,7,3,6,4,1,7,10,3,8,8,13,67,
030366,211,和歌山県,有田川町,2023-11-30,伏羊,118,54,64,2,0,1,1,1,5,4,6,1,3,1,0,0,0,2,4,4,3,7,3,2,3,1,4,2,5,5,9,12,8,6,7,2,0,1,3,37,
030366,212,和歌山県,有田川町,2023-11-30,小川,883,415,468,13,10,11,7,17,16,23,11,17,20,10,20,17,12,20,17,18,21,21,20,24,28,33,40,37,35,39,33,38,43,24,39,17,38,36,58,347,
030366,214,和歌山県,有田川町,2023-11-30,中野,166,88,78,0,1,6,4,4,3,6,6,7,1,5,2,5,1,2,6,3,6,7,6,4,3,5,6,5,3,7,10,7,6,8,4,5,3,2,7,68,
030366,215,和歌山県,有田川町,2023-11-30,市場,302,139,163,2,2,4,3,5,3,4,7,8,5,4,3,4,2,7,12,11,5,5,10,13,11,12,7,11,17,16,15,9,11,8,14,4,10,12,26,135,
030366,216,和歌山県,有田川町,2023-11-30,中井原,524,250,274,11,9,14,3,7,15,9,15,15,10,11,5,13,19,7,11,5,14,18,14,16,14,18,26,22,19,22,17,16,22,12,23,17,16,17,22,213,
030366,217,和歌山県,有田川町,2023-11-30,金屋,785,350,435,8,13,10,16,16,21,17,17,12,16,13,18,12,11,16,19,15,25,28,26,25,32,27,26,26,26,28,34,23,36,25,24,18,34,31,41,349,
030366,218,和歌山県,有田川町,2023-11-30,長谷川,253,119,134,1,1,5,4,1,5,6,4,8,6,1,1,6,7,8,3,4,4,13,9,11,9,7,12,4,14,14,9,8,12,10,14,9,6,3,14,110,
030366,221,和歌山県,有田川町,2023-11-30,岩野河,93,44,49,0,0,0,0,1,1,0,1,1,0,3,2,1,0,1,0,2,0,2,2,2,5,2,0,1,3,3,3,6,7,9,11,8,4,2,10,48,
030366,222,和歌山県,有田川町,2023-11-30,川口,114,52,62,1,0,0,1,1,1,1,2,2,0,3,4,2,1,0,1,4,2,5,2,3,7,1,0,2,3,4,4,10,10,4,9,4,3,5,12,65,
030366,223,和歌山県,有田川町,2023-11-30,谷,27,11,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,3,1,2,4,2,5,22,
030366,224,和歌山県,有田川町,2023-11-30,立石,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,7,5,7,18,
030366,231,和歌山県,有田川町,2023-11-30,彦ケ瀬,33,15,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,1,1,2,0,2,0,1,2,1,2,0,3,2,3,2,4,21,
030366,232,和歌山県,有田川町,2023-11-30,瀬井,56,30,26,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,2,1,2,2,0,0,1,0,1,1,5,5,4,5,2,5,3,1,4,4,32,
030366,234,和歌山県,有田川町,2023-11-30,西ケ峯,204,96,108,0,0,0,0,3,1,2,3,4,1,5,3,2,1,5,3,3,3,6,8,9,6,7,5,10,6,7,4,11,14,8,12,5,11,9,27,100,
030366,236,和歌山県,有田川町,2023-11-30,中,58,27,31,0,0,0,0,0,0,0,3,2,0,0,0,2,0,3,0,2,3,1,1,1,2,1,1,2,1,5,3,0,1,2,4,4,4,2,8,29,
030366,237,和歌山県,有田川町,2023-11-30,中峯,43,19,24,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,2,2,1,1,3,2,0,0,2,2,5,1,1,5,7,24,
030366,238,和歌山県,有田川町,2023-11-30,本堂,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,6,
030366,239,和歌山県,有田川町,2023-11-30,有原,55,25,30,0,0,0,1,1,1,1,0,2,2,0,3,2,2,3,3,0,0,1,1,0,2,3,2,3,2,4,3,3,1,1,1,0,1,1,5,22,
030366,240,和歌山県,有田川町,2023-11-30,青田,67,28,39,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,3,3,1,1,2,1,2,3,0,2,6,6,4,1,3,5,2,4,2,9,35,
030366,241,和歌山県,有田川町,2023-11-30,沼田,66,34,32,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2,1,2,0,1,2,7,3,1,3,4,1,3,4,4,7,7,9,33,
030366,242,和歌山県,有田川町,2023-11-30,延坂,38,20,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,1,1,2,2,2,1,3,2,1,1,1,2,2,2,2,7,20,
030366,243,和歌山県,有田川町,2023-11-30,大西,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,
030366,244,和歌山県,有田川町,2023-11-30,大薗,28,12,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,2,2,2,1,1,1,0,1,0,0,0,2,3,3,11,
030366,245,和歌山県,有田川町,2023-11-30,尾上,29,14,15,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,3,2,1,1,2,2,1,1,1,1,1,12,
030366,246,和歌山県,有田川町,2023-11-30,小原,33,18,15,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,1,0,1,2,1,2,2,3,1,1,3,4,18,
030366,247,和歌山県,有田川町,2023-11-30,生石,113,55,58,0,0,2,1,2,0,0,1,0,0,1,1,4,3,0,2,1,0,2,1,3,2,7,8,4,4,7,2,3,2,4,9,5,11,10,11,65,
030366,251,和歌山県,有田川町,2023-11-30,丹生,166,76,90,1,2,1,2,0,1,3,1,5,3,3,2,5,2,5,0,8,7,4,4,4,6,3,11,4,3,5,8,8,9,5,9,5,9,7,11,72,
030366,252,和歌山県,有田川町,2023-11-30,糸野,322,136,186,3,3,1,5,10,5,9,4,3,10,8,1,3,6,3,7,8,12,7,15,8,11,6,16,9,8,15,24,17,17,10,16,8,7,8,19,142,
030366,253,和歌山県,有田川町,2023-11-30,下六川,71,35,36,0,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,1,0,3,5,1,3,4,1,1,4,6,4,4,6,2,4,1,1,7,25,
030366,254,和歌山県,有田川町,2023-11-30,釜中,46,20,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,2,1,1,2,1,1,3,3,2,4,3,4,5,4,23,
030366,255,和歌山県,有田川町,2023-11-30,黒松,78,36,42,1,0,1,1,1,1,2,3,1,2,0,0,1,2,3,2,1,0,2,2,2,3,0,3,6,4,2,5,4,2,6,5,1,3,2,4,34,
030366,256,和歌山県,有田川町,2023-11-30,上六川,73,37,36,0,1,0,1,3,0,1,2,2,0,2,1,1,2,3,3,0,0,1,1,1,2,3,5,3,3,5,3,3,1,1,2,4,5,4,4,35,
030366,301,和歌山県,有田川町,2023-11-30,中原,38,15,23,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,2,1,0,0,2,2,1,1,2,5,3,2,2,0,2,0,6,23,
030366,302,和歌山県,有田川町,2023-11-30,川合,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,2,0,2,0,1,0,3,2,2,16,
030366,303,和歌山県,有田川町,2023-11-30,二澤,32,12,20,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1,2,1,2,0,3,3,10,24,
030366,304,和歌山県,有田川町,2023-11-30,北野川,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,6,12,
030366,311,和歌山県,有田川町,2023-11-30,粟生,264,127,137,1,3,4,0,3,1,4,2,3,2,3,2,4,3,2,6,2,2,7,5,12,10,6,4,9,7,14,12,15,17,13,16,10,14,15,31,160,
030366,312,和歌山県,有田川町,2023-11-30,二川,258,114,144,4,3,1,1,0,3,3,4,5,2,4,1,4,5,4,3,7,2,6,5,4,6,10,9,11,12,11,11,9,17,9,12,7,17,15,31,138,
030366,313,和歌山県,有田川町,2023-11-30,東大谷,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,5,3,1,0,0,3,5,4,20,
030366,314,和歌山県,有田川町,2023-11-30,三瀬川,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,3,3,1,1,0,1,1,0,9,
030366,315,和歌山県,有田川町,2023-11-30,日物川,27,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,2,1,2,0,2,0,1,1,4,3,4,21,
030366,316,和歌山県,有田川町,2023-11-30,境川,39,18,21,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,3,0,0,0,1,0,1,0,3,2,1,3,2,2,3,8,23,
030366,321,和歌山県,有田川町,2023-11-30,井谷,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,3,1,0,2,0,0,0,3,9,
030366,322,和歌山県,有田川町,2023-11-30,板尾,85,39,46,0,0,0,0,0,1,4,1,1,3,0,0,2,0,2,1,0,0,1,4,1,0,4,5,4,2,4,3,6,6,1,3,2,6,7,11,51,
030366,323,和歌山県,有田川町,2023-11-30,杉野原,98,48,50,0,0,1,0,3,5,3,1,2,0,1,0,0,0,1,2,2,2,5,4,2,2,2,5,4,2,4,5,6,4,4,3,1,7,7,8,46,
030366,324,和歌山県,有田川町,2023-11-30,押手,45,20,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,2,1,1,1,1,3,5,1,4,3,1,2,5,4,5,26,
030366,325,和歌山県,有田川町,2023-11-30,沼谷,29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,2,3,5,0,1,3,0,1,3,6,21,
030366,331,和歌山県,有田川町,2023-11-30,楠本,92,38,54,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,2,2,4,0,4,2,4,3,3,4,4,5,3,6,4,9,5,21,64,
030366,332,和歌山県,有田川町,2023-11-30,沼,42,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,1,1,2,1,1,1,2,1,4,1,5,5,10,29,
030366,333,和歌山県,有田川町,2023-11-30,遠井,33,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,3,2,2,0,1,7,3,7,24,
030366,334,和歌山県,有田川町,2023-11-30,三田,68,29,39,0,0,1,1,0,1,0,0,0,0,0,1,1,1,3,0,1,1,1,1,1,0,1,3,4,4,1,3,4,5,5,8,1,3,5,7,39,
030366,335,和歌山県,有田川町,2023-11-30,宮川,31,11,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,2,3,3,0,1,3,0,1,0,1,2,7,20,
030366,336,和歌山県,有田川町,2023-11-30,大蔵,25,13,12,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2,0,1,1,2,1,1,2,2,1,0,1,1,2,2,14,
030366,337,和歌山県,有田川町,2023-11-30,清水,772,358,414,5,2,10,10,12,13,11,16,10,8,7,9,7,11,11,13,15,12,17,17,29,22,24,32,40,35,36,42,38,34,21,22,28,36,37,80,395,
030366,338,和歌山県,有田川町,2023-11-30,久野原,288,139,149,0,1,0,5,7,4,5,4,6,4,3,5,2,4,4,3,6,5,11,7,11,10,9,8,12,11,14,16,17,11,13,14,13,14,6,23,151,
030366,339,和歌山県,有田川町,2023-11-30,下湯川,59,22,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,3,1,1,2,1,0,1,2,1,8,2,4,5,6,5,12,41,
030366,340,和歌山県,有田川町,2023-11-30,上湯川,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,1,2,3,5,11,
030366,341,和歌山県,有田川町,2023-11-30,上湯川(室川),8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
